School prayer should not be banned.	School prayer can make people uncomfortable.	counter	(school prayer; capable of; inconveniencing)(inconveniencing; used for; make people uncomfortable)(make people uncomfortable; receives action; banned)
If a community is religious school prayer should be allowed.	School prayer in religious communities lacks legal backing.	counter	(school prayer; used for; religious communities)(religious communities; not has property; autonomy from constitution)(autonomy from constitution; not part of; united states)(united states; desires; legal backing)(school prayer; has context; church and state)(church and state; desires; separation)(separation; has property; legal backing)(legal backing; not desires; should be allowed)
It is not right to deny a thing that has proven to be true.	The proven fact must be accepted without denial.	support	(proven fact; desires; be accepted)(proven fact; not capable of; denial)(proven fact; is a; true)(denial; is not a; right)
students should be able to do what they please.	Students should have structure.	counter	(students; capable of; discipline)(discipline; desires; structure)(structure; used for; building character)(building character; not created by; what they please)
People should be allowed to deny the holocaust, just like other people deny creation and evolution. People are entitled to their own beliefs.	People shouldn't give into other people's beliefs.	support	(people; capable of; decision)(decision; used for; beliefs)(beliefs; used for; deny the holocaust)
religion should stay out of school.	Religion causes too much  conflict.	support	(religion; causes; differences)(differences; causes; conflict)(conflict; receives action; out of school)
people should have whatever beliefs they desire.	If people have harmful beliefs, they should be silenced.	counter	(harmful beliefs; has property; beliefs they desire)(beliefs they desire; has subevent; problematic and biased)(problematic and biased; receives action; should be silenced)(people; capable of; harmful beliefs)
Children are not helped by zero tolerance policies, as severely punishing minor infractions does not make for a safer school overall.	Punishing small infractions severely causes people to become more rebellious overall.	support	(punishing small infractions; has property; severe)(severe; not capable of; vary by individual)(vary by individual; has context; children)(children; has property; rebellious)(rebellious; not desires; zero tolerance policies)
religion has no place in school	if people want to adhere to religion in school, they should be allowed to do so.	counter	(school; made of; students)(students; part of; diversity)(diversity; has context; religion)(religion; is a; allowed)
Every human has the right to choose their own legal representation.	It's a basic right to be innocent until proven guilty and make your case of innocence with their own lawyer.	support	(be innocent; is a; basic right)(be innocent; has context; make your case)(make your case; desires; legal representation)(every human; desires; basic right)
No one should ever deny the holocaust.	The holocaust was a horrific tragedy that should not be forgotten.	support	(holocaust; receives action; memory)(memory; created by; horrific tragedy)(horrific tragedy; not receives action; deny)(deny; part of; not be forgotten)
We should avoid discussing religion in schools.	Some schools are religious in nature, and have regular discussions on the topic.	counter	(schools; is a; religious in nature)(religious in nature; capable of; regular discussions)(regular discussions; not desires; avoid discussing)
People should be able to choose for themselves.	It is wrong to impose beliefs on another.	support	(people; capable of; beliefs)(beliefs; used for; choose)(choose; has property; wrong to impose)(wrong to impose; used for; another person)
Bullied individuals do not deserve punishment.	People who are bullied can lash out unfairly in response.	support	(bullied individuals; receives action; bullying)(bullying; not desires; punishment)(punishment; used for; people)(people; capable of; unfair)(unfair; used for; response)
Holocaust denial should be punished.	Holocaust denial is still under freedom of speech.	counter	(freedom of speech; capable of; holocaust denial)(freedom of speech; is a; right)(freedom of speech; not desires; punished)
Having freedom of religion is part of who we are.	Whether or not an individual chooses to worship and how is a part of democracy.	support	(freedom of religion; is a; part of democracy)(individual; capable of; chooses to worship)(chooses to worship; synonym of; freedom of religion)(part of democracy; is a; who we are)
There is no harsh punishment when it comes to minors for zero-tolerance.	Minors do not have zero-tolerance when it involves being punished.	support	(minors; capable of; being punished)(being punished; not capable of; harsh)(zero-tolerance; not desires; being punished)
Public defenders should be a mandatory part of the legal system	Public defenders being mandatory would avoid people using their power and privilege to break laws.	support	(public defenders; used for; poor people)(poor people; desires; mandatory)(mandatory; used for; legal system)(legal system; used for; abuse power)
Free speech is paramount to democracy.	Free speech is essential.	support	(free speech; is a; essential)(free speech; is a; basic right)(basic right; capable of; paramount to democracy)
Public defenders should be mandatory if necessary.	Public defenders represent many without representation.	support	(public defenders; capable of; represent many)(represent many; has context; without representation)(represent many; desires; mandatory if necessary)
free speech allows for people to think in a collective manner	people are capable of hate talks when they are allowed to talk freely	counter	(free speech; causes; people say anything)(people say anything; causes; hate)(free speech; causes; hate)(hate; not part of; collective)(hate; causes; hate talks)
zero tolerance is too harsh for minors.	Minors brains aren't fully developed.	support	(minors; not capable of; maturity)(maturity; created by; aren't fully developed)(aren't fully developed; not receives action; zero tolerance)
School prayer is important so we shouldn't prohibit it.	It does not make sense to prohibit prayer because people have the right to not be denied the ability to pray.	support	(prayer; at location; public school)(public school; has property; differing beliefs)(differing beliefs; desires; prayer in school)(prayer in school; has subevent; right)(right; created by; constitution)(constitution; causes; religious freedom)(religious freedom; not desires; prohibit)
A public defender should be mandatory.	Some people try to represent themselves.	counter	(some people; capable of; represent themselves)(represent themselves; is a; right)(represent themselves; antonym of; public defender)(public defender; is not a; required)(required; synonym of; mandatory)
Free speech is a right, whether you like the speech or not.	Free speech is a part of the constitution.	support	(free speech; part of; freedom)(freedom; part of; right)(right; at location; constitution)
People should follow whichever religion they choose.	This country has freedom of religion.	support	(country; capable of; freedom of religion)(people; capable of; freedom of religion)(freedom of religion; has context; choose)
Since kids don't have the maturity to know the right thing to do, there shouldn't be zero-tolerance policies.	Kids still are maturing	support	(zero tolerance; used for; matured people)(matured people; not part of; kids)(kids; not has property; maturity)(matured people; not part of; maturing)
Holocaust denial is terrible.	Holocaust denial is freedom of speech.	counter	(human; capable of; right)(right; made of; freedom of speech)(freedom of speech; used for; holocaust denial)(holocaust denial; is a; choice)(choice; not part of; terrible)
Do not forbid school prayer as it is important for students.	There is no need to ban school prayer because it helps students' faith.	support	(school prayer; capable of; help students' faith)(school prayer; not desires; ban)(ban; synonym of; forbid)
zero tolerance policy needs to end.	Children need structure that zero tolerance would provide.	counter	(zero tolerance; used for; children)(children; desires; zero tolerance policy)(zero tolerance; not receives action; end)
Public defenders can potentially be bought off with money or favors.	Public defenders are paid less than big name lawyers, so they are more susceptible to corruption.	support	(public defenders; capable of; not trustworthy)(not trustworthy; has subevent; bought off)(bought off; part of; corruption)(corruption; created by; need money)(need money; created by; paid less)
outlawing thought or opinion is unwise	trying to control people is tyrannical and undemocratic	support	(outlawing thought; used for; control people)(control people; part of; unwise)(unwise; created by; tyrannical and undemocratic)
school prayer should be in schools.	School prayer brings people together.	support	(school prayer; used for; unity)(unity; capable of; brings people together)(brings people together; at location; schools)
Zero tolerance school policies are not fair.	Sometimes rules are broken without bad intentions.	support	(zero tolerance; is a; rules)(rules; capable of; broken)(broken; at location; school)(school; capable of; bad intentions)
Public defenders can be corrupted.	Public defenders are sometimes called public pretenders by people who feel they didn't get a good defense.	support	(public defenders; capable of; called public pretenders)(called public pretenders; not capable of; a good defense)(called public pretenders; has context; can be corrupted)
Restricting freedom of speech is oppressive.	The First Amendment offers guarantees.	support	(first amendment; capable of; guarantees)(first amendment; not desires; restricting)(freedom of speech; part of; first amendment)
people should be able to choose their own defense.	Not everyone wants a public defender.	support	(people; capable of; choice)(choice; used for; public defender)(public defender; used for; their own defense)(their own defense; not desires; everyone)
No one deserves to be bullied.	A zero-tolerance bully policy does not allow bullies to be enabled.	support	(zero-tolerance; capable of; bullied)(bullied; not desires; anyone)(anyone; part of; no one)(no one; desires; bully policy)
The church of scientology should be banned.	The church of scientology shuns people.	support	(church of scientology; capable of; shuns people)(shuns people; is a; harmful)(harmful; desires; banned)
zero tolerance in schools is necessary for safety.	Children are severely punished with zero tolerance.	counter	(zero tolerance; is a; immoral)(immoral; created by; severely punished)(severely punished; part of; child abuse)(child abuse; not used for; safety)
Children should not be allowed to pray at school.	Religion and education should not be mixed in the same learning setting.	support	(religion; is not a; force)(force; used for; religion and education)(religion and education; not used for; children)(children; at location; school)
if schools have a zero tolerance policy for bullying, it will reduce suicide.	Bullying traumatizes kids	support	(suicide; desires; prevention)(prevention; created by; zero tolerance policy)(schools; made of; students)(students; capable of; bullying)(bullying; used for; hurting people)(hurting people; part of; traumatizes)(traumatizes; part of; suicide)
The zero tolerance policy does not reduce violence or drug use by kids.	The zero tolerance policy isn't good at preventing drug use or violence by kids.	support	(zero tolerance policy; not capable of; prevention)(prevention; used for; drug use)(drug use; used for; children)(children; part of; kids)
If we deny horrific events like the holocaust, it is hard to prevent them from happening again, because we learn from past mistakes	History is filled with lessons	support	(history; has subevent; lessons)(lessons; created by; past mistakes)(history; has context; past mistakes)(past mistakes; has context; war and strife)(war and strife; at location; holocaust)(holocaust; has context; genocide)(genocide; is a; significant world event)(significant world event; not capable of; deny)
prayer in school is important.	School prayer makes kids who are not religious uncomfortable.	counter	(prayer in school; capable of; makes)(makes; has context; kids)(kids; has property; not religious)(not religious; is a; uncomfortable)(uncomfortable; not causes; important)
Those denying the holocaust should be punished.	The holocaust should never be denied.	support	(holocaust; has property; genocide)(genocide; has property; overwhelming evidence)(overwhelming evidence; not receives action; never be denied)(denying the holocaust; has property; admit racist ideals)(admit racist ideals; desires; should be punished)(never be denied; has context; denying the holocaust)
zero tolerance policy makes schools safer	kids can't come back so schools are safer	support	(zero tolerance policy; used for; bad kids)(bad kids; receives action; can't come back)(can't come back; causes; schools safer)(schools safer; part of; schools are safer)
public defenders should be used.	public defenders cost nothing.	support	(public defenders; used for; helping everyone)(helping everyone; capable of; cost nothing)(cost nothing; receives action; should be used)
the church of scientology is an abusive scam	the church of scientology should not be given tax exempt status	support	(church of scientology; is a; business scheme)(business scheme; causes; abusive scam)(abusive scam; is a; disguised as religion)(disguised as religion; receives action; tax exempt status)(tax exempt status; capable of; being rescinded)
School prayer might be agreed upon by some students and not by others.	School prayer is practiced by some and not by others.	support	(school prayer; is a; choice)(choice; not part of; by some)(by some; antonym of; not by others)(not by others; used for; students)
There is no reason to believe that a zero tolerance policy in schools would reduce school violence.	There is no evidence that a zero tolerance policy in schools would reduce school violence.	support	(zero tolerance policy; desires; make students safer)(reduce school violence; has property; no evidence)(make students safer; capable of; reduce school violence)(no evidence; synonym of; no reason)
A person should be allowed to pay more money to guarantee they have the best legal representation.	Allowing lawyers to charge more money if they are skilled ensures that lawyers will try their best to win trials.	support	(expensive lawyers; capable of; best legal representation)(best legal representation; part of; skilled)(skilled; used for; a person)(a person; capable of; money)
Freedom of speech is good.	Our founding fathers did not want to restrict what we can say.	support	(founding fathers; not desires; restrict)(restrict; has property; we can say)(we can say; synonym of; freedom of speech)(freedom of speech; is a; basic right)(basic right; is a; good)
School prayer should not be in schools.	School prayer is not fair.	support	(school prayer; is not a; fair)(school prayer; capable of; alienate students)(alienate students; not desires; be in schools)
Freedom of speech should be supported.	Words can be painful	counter	(freedom of speech; part of; hate speech)(hate speech; made of; words)(words; used for; bullying)(bullying; is a; painful)(painful; not desires; supported)
The church of scientology lies.	The church of scientology is a cult.	support	(scientology; has property; shrouded in secrecy)(shrouded in secrecy; desires; lies)(lies; part of; justify mistreating congregation)(justify mistreating congregation; part of; a cult)
Zero tolerance school policies are destructive to students.	When given the benefit of the doubt most people want to do good.	counter	(zero tolerance; has property; effectiveness)(effectiveness; capable of; benefit)(benefit; not part of; destructive to students)(destructive to students; part of; most people)
Freedom of speech is important.	Freedom of speech is a law.	support	(freedom of speech; created by; constitution)(constitution; part of; law)(law; used for; compliance)(compliance; is a; important)
Zero tolerance should not be in schools.	Zero tolerance prevents further misbehavior.	counter	(zero tolerance; capable of; prevention)(prevention; used for; further misbehavior)(further misbehavior; at location; schools)
Public defenders make for fair cases	Public defenders are a excellent alternative to pleading guilty but not much else	counter	(public defenders; used for; people)(people; receives action; plead guilty)(plead guilty; is not a; fair cases)(fair cases; not part of; excellent alternative)
Prayer in school is a violation of the students' first amendment rights, because it forces religion on them.	Some children aren't religious.	support	(prayer in school; is a; violation of right)(violation of right; used for; children)(children; part of; students')(students'; not has property; religious)
payday loans keeps people poor as they cannot save money.	People who have payday loans never make money.	support	(payday loans; used for; poor people)(poor people; receives action; never make money)(never make money; part of; cannot save money)
Defense attorneys will maintain most court challenges realistic.	Most legal cases can not really be managed to keep sincere by defense lawyers.	counter	(most legal cases; not capable of; keep sincere)(defense lawyers; has context; keep sincere)(defense lawyers; synonym of; defense attorneys)(defense lawyers; not capable of; maintain)(maintain; synonym of; uphold)(uphold; has property; court challenges)
Zero tolerance is a bad policy.	Zero tolerance appears to be reasonable and flexible, but is the opposite.	support	(zero tolerance; has property; full of pretense)(full of pretense; part of; reasonable and flexible)(reasonable and flexible; used for; negative ways)(negative ways; is a; bad policy)
Prayer should be in school.	Kids need structure of school prayer.	support	(school prayer; has property; structure)(structure; part of; school)(school; has context; religion)(prayer; causes; healthy spiritual life)(religion; causes; prayer)
Financial companies have been exploiting the poor.	Many needy individuals have had to pay outrageous fees.	support	(needy individuals; not capable of; opening bank accounts)(opening bank accounts; causes; pay outrageous fees)(pay outrageous fees; used for; exploiting the poor)(exploiting the poor; has context; societal hierarchy)(societal hierarchy; created by; financial companies)
School prayer is good.	Some people choose not to pray.	counter	(people; has property; choice)(choice; used for; school prayer)(school prayer; not desires; some people)(some people; not desires; good)
zero tolerance goes too far	strict rules are not required to keep us safe	support	(strict rules; not capable of; required)(keep us safe; not desires; strict rules)(strict rules; capable of; zero tolerance)(strict rules; capable of; goes too far)
Companies charge huge fees to people who need their services.	These fees go toward improving customer service which is good for people who use the services.	support	(company; capable of; charging huge fees)(charging huge fees; used for; improving customer service)(improving customer service; used for; everyone)(everyone; part of; people)(people; desires; their services)
Zero-tolerance policies teach children to respect rules, which is necessary with the increase in antisocial behavior.	zero-tolerance policies can punish the innocent.	counter	(zero-tolerance policies; has property; rigid)(anti-social behavior; not used for; innocent)(innocent; receives action; punish)(punish; has context; wrongly accused)(wrongly accused; is not a; necessary)(rigid; not part of; anti-social behavior)
Praying should be encouraged in schools.	Praying brings peacefulness to the individual.	support	(praying; causes; unity)(unity; part of; peacefulness)(peacefulness; at location; schools)(schools; made of; individual)
Criminal has right to a lawyer of the public who does not neglect them	people who have commited a crime has freedom to a lawyer who can defend them when a private lawyer cannot	support	(private; antonym of; public)(public; desires; freedom)(freedom; desires; criminal has right)(criminal has right; receives action; defend)(defend; has context; lawyer)(lawyer; has context; public defender)(high expenses; has context; private)
payday loans only gets people in more money troubles.	payday doesn't support their money problems.	support	(payday loans; capable of; high interest)(high interest; causes; money problems)(money problems; part of; money troubles)(money troubles; created by; payday)
School prayer should not be in school.	Not everyone is religious and wants to pray in school.	support	(prayer; is a; choice)(choice; used for; everyone)(everyone; not desires; pray in school)(pray in school; part of; school prayer)
Public defenders should be used automatically, since that's what criminals usually use anyway.	Criminal need defenses	support	(public defenders; used for; criminal)(criminal; part of; people)(people; desires; defenses)(defenses; used for; criminals)
zero tolerance policy for children should not exist.	Zero tolerance policies punish children.	support	(zero tolerance policies; capable of; punish children)(punish children; is a; cruel)(cruel; not desires; exist)(zero tolerance policies; synonym of; zero tolerance policy)
payday loans are dangerous	payday loans can often screw people over who have little financial education.	support	(payday loans; capable of; exploitation)(exploitation; used for; people)(people; has property; small financial education)(exploitation; has property; dangerous)
Students should be able to express themselves, even including expressions of faith.In	Some people need prayer at any given moment.	support	(some people; desires; prayer)(prayer; is a; express themselves)(students; part of; some people)
Students are free to express faith.	One should go to church to express their religious beliefs.	counter	(students; desires; learning)(learning; not made of; express faith)(express faith; used for; religious beliefs)(religious beliefs; at location; church)
Payday loans help those people who have bad credit and need money right away.	Payday loans support those people who need the money everyday.	support	(payday loans; used for; individual)(individual; part of; people)(individual; desires; money right away)(money right away; used for; everyday)
Zero-tolerance policies are bad and punish the wrong students.	I have yet to come across a zero-tolerance policy that was effective and didn't hurt innocent students.	support	(zero-tolerance; not capable of; effective)(effective; capable of; punish)(punish; used for; innocent students)(innocent students; part of; wrong students)
Mandatory public defenders would be too expensive.	Not everyone wants a public defender.	support	(mandatory public defenders; has property; costly)(costly; part of; expensive)(expensive; not capable of; everyone)(everyone; not desires; public defender)
Students have a right to express themselves any way possible, including faith.	Religion is a personal choice	support	(religion; is a; personal choice)(personal choice; is a; right)(personal choice; capable of; express themselves)
Payday loans serve a purpose	Interest rates can be high	counter	(payday loans; capable of; trouble)(trouble; not has property; purpose)(payday loans; has property; interest rates)(interest rates; has property; high)(interest rates; capable of; trouble)
Having public defenders for everyone would cost the states too much.	Public defenders cost less than private lawyers.	counter	(public defenders; has property; less expensive)(less expensive; not capable of; cost the states)(cost the states; made of; private lawyers)
Zero-tolerance policies in schools will reduce bullying.	Nobody wants to be punished	support	(nobody; desires; be punished)(zero-tolerance policies; capable of; be punished)(be punished; capable of; reduce bullying)
School prayer should not be allowed.	School prayer is awkward for people who do not believe.	support	(school; made of; students)(students; capable of; free thinking)(free thinking; not used for; one religion)(one religion; part of; school prayer)(school prayer; is a; awkward)
It costs to much to give everyone a public defender.	If one is on trial for a crime in the USA one is entitled to a court appointed attorney.	counter	(public defender; synonym of; court appointed attorney)(on trial; desires; court appointed attorney)(court appointed attorney; has context; entitled to)(entitled to; not capable of; costs to much)
school prayer should not be in schools.	School prayer is not in schools.	support	(prayer; used for; religious places)(religious places; not part of; school)(school; has property; students)
Public defenders should be mandatory.	People should be able to choose their own defense.	counter	(public defenders; is a; attorney)(attorney; used for; court trial)(court trial; used for; people)(people; desires; able to choose)(able to choose; antonym of; mandatory)
zero-tolerance policies can't work without oversight from a judge and jury.	Punishment needs oversight so innocent people don't get trapped	support	(zero-tolerance; used for; innocent people)(innocent people; desires; oversight)(oversight; created by; judge and jury)(judge and jury; capable of; decision)(decision; used for; punishment)
People don't follow the same religion	The world has many different religions	support	(the world; has context; different religions)(different religions; antonym of; same religion)(same religion; has context; no diversity)(no diversity; causes; stagnancy)(stagnancy; has subevent; people don't follow)
Public defenders should be mandatory.	Public defenders do not cost anything.	support	(public defenders; used for; equal treatment)(equal treatment; desires; mandatory)(mandatory; has subevent; not cost anything)(not cost anything; is a; democratizing legal system)
zero tolerance policy is not fair.	Zero tolerance prevents larger issues.	counter	(zero tolerance; capable of; prevents larger issues)(setting boundaries; capable of; fair)(zero tolerance; capable of; setting boundaries)
Public defenders should not be mandatory.	Not everyone wants to use a public defender.	support	(public defender; has property; heavy case load)(heavy case load; causes; focus spread thin)(focus spread thin; has property; not everyone wants)(not everyone wants; not has subevent; mandatory)(mandatory; causes; no choice)(no choice; desires; should not be)
Breaking schools rules leads to consequences.	It is wrong to go against established guidelines.	support	(school; has property; established guidelines)(established guidelines; part of; rules)(rules; not desires; go against)(go against; receives action; consequences)
school prayer should be encouraged.	School prayer is necessary in schools.	support	(school prayer; is a; necessary)(school prayer; is a; expression of faith)(expression of faith; desires; be encouraged)
Payday loans are detrimental.	Payday loans guarantee financial ruin.	support	(payday loans; capable of; exploitation)(exploitation; causes; financial ruin)(financial ruin; capable of; detrimental)(detrimental; used for; the poor)
How people learn is independent of their look.	People have freedom to choose what they like to dress.	support	(people learn; not created by; like to dress)(independent; part of; freedom to choose)(like to dress; part of; freedom to choose)
Life sentences are given out to people way too often	People who do not commit the most serious of crimes should not be given a life sentence	support	(life sentences; is a; cruel)(cruel; used for; people)(people; part of; criminals)(criminals; capable of; crimes)
Payday loans should be illegal.	The interest rates charged by payday lenders are very bad.	support	(payday loans; capable of; bad interest rates)(bad interest rates; capable of; negative)(negative; synonym of; bad)(payday lenders; causes; bad interest rates)(payday lenders; receives action; illegal)
School uniforms restrict pupil's choice of creativity.	Inability to express themselves leads to bad actions in kids.	support	(school uniforms; causes; bad actions)(bad actions; created by; children)(children; synonym of; kids)(kids; not capable of; choice of creativity)
Payday loans are predatory.	Payday loans do nothing but trap those in debt and do not allow them to escape.	support	(payday loans; is a; bad)(bad; created by; trap)(trap; is a; predatory)(predatory; used for; those in debt)
The three strikes law should remain, because it is a good deterrent for minor criminals who don't want severe consequences.	The third punishment is severe.	support	(three strikes law; capable of; severe)(severe; used for; minor criminals)(minor criminals; receives action; third punishment)
School uniforms can keep kids from feeling inferior if their parents can't afford top fashion.	When people look different, kids form biases.	support	(school uniforms; causes; look the same)(look the same; not capable of; biases)(people; has context; different)(different; causes; feeling inferior)(school uniforms; not capable of; feeling inferior)
Payday loans are predatory.	Payday loans are accessible for the disadvantaged.	counter	(payday loans; capable of; accessible)(accessible; has context; disadvantaged)(accessible; not capable of; predatory)
Life sentences are bad	Life sentences are a detriment to crime.	counter	(life sentences; is a; detriment to crime)(detriment to crime; causes; less crime)(less crime; is not a; bad)
Public defenders should be mandatory.	Public defenders are more accessible.	support	(public defenders; used for; citizens)(citizens; desires; good work)(good work; part of; more accessible)(more accessible; receives action; mandatory)
Uniforms allow students to focus more on school, not on what other students are wearing	Students will not be judged by their appearance and bullied as much if we have school uniforms.	support	(uniforms; not causes; be judged)(be judged; capable of; bullied)(students; not desires; be judged)(uniforms; causes; level playing field)(level playing field; capable of; focus)
payday loans are dangerous.	Payday loans have high interest rates.	support	(payday loans; has property; high interest rates)(high interest rates; has subevent; can't pay back)(can't pay back; has property; dangerous)
Someone with a history of criminal behavior should face stronger consequences.	Repeat offenders have not learned their lesson, and need stronger consequences.	support	(repeat offenders; has property; criminal behavior)(criminal behavior; capable of; dangerous things)(dangerous things; receives action; stronger consequences)
Payday loans are helpful for those with short term economic problems.	Unrequired temporary debt are beneficial for the poor.	support	(payday loans; used for; unrequired temporary debt)(unrequired temporary debt; used for; economic problems)(economic problems; part of; poor)(poor; desires; help)
People should be able to dress how they choose due to freedom of expression	Freedom of expression should allow people to wear whatever they desire.	support	(people; has property; right)(right; made of; freedom of expression)(freedom of expression; used for; dressing)
Payday loans should still exist.	Payday loans are exploitative.	counter	(payday loans; used for; bad credit)(bad credit; desires; no credit check)(no credit check; part of; high interest rates)(high interest rates; is a; exploitative)(exploitative; not desires; exist)
Cities that have three-strike laws have less crime.	Criminals are less likely to act criminally if they know they will have a harsher sentence.	support	(three-strike laws; used for; criminals)(criminals; capable of; less crime)(less crime; created by; harsher sentence)(harsher sentence; at location; cities)
the three strikes law is useless.	three strikes law does not deter people from committing unlawful actions.	support	(three strikes law; not has property; effective)(effective; created by; not deter people)(not deter people; used for; commiting crimes)(commiting crimes; part of; unlawful actions)(not deter people; part of; useless)
Loans help people with no money.	People with no money can not afford basic living.	support	(no money; not capable of; afford basic living)(afford basic living; desires; money)(money; part of; loans)(loans; capable of; help people)
these shows aren't being effective as people are committing that third crime.	Even after watching these shows people still that third crime	support	(these shows; not capable of; preventing criminals)(third crime; not has context; preventing criminals)(third crime; has property; criminal behavior)
Payday loans are essential.	Payday loans exploit the poor.	counter	(payday loans; capable of; exploit the poor)(exploit the poor; capable of; create more debt)(exploit the poor; is not a; essential)
School uniforms should not be enforced.	School uniforms prevent bullying.	counter	(school uniforms; causes; everyone the same)(everyone the same; capable of; reduce conflicts)(reduce conflicts; causes; prevent bullying)(prevent bullying; desires; enforced)
school uniforms should not be used.	School uniforms offer little individuality.	support	(school uniforms; is a; restrictive)(restrictive; created by; offer little individuality)(offer little individuality; not receives action; used)
Payday loan providers cause harm.	People do not learn financial skills with payday loans.	support	(people; not capable of; learn financial skills)(learn financial skills; has context; payday loan)(payday loan; capable of; predatory lending)(predatory lending; capable of; cause harm)
School uniforms do not infringe on the freedom of speech.	School uniforms would help kids focus on school and not their clothes.	support	(school uniforms; capable of; help kids focus)(help kids focus; has context; on school)(help kids focus; not has context; their clothes)(their clothes; is not a; freedom of speech)
loans that the poor can obtain are exactly what they need in times of trouble	payday loans are from companies that only want to help a person get out of debt	support	(payday loans; used for; poor)(poor; has property; times of trouble)(times of trouble; receives action; companies)(companies; capable of; relieving debt)
School uniform policy does not pose a challenge to the right to free speech.	When students choose their own clothing this is a way of expressing themselves and is therefore linked to freedom of speech.	counter	(school uniform; not capable of; freedom of speech)(freedom of speech; part of; free speech)(free speech; used for; expressing themselves)
payday loans should be banned.	Payday loans have high interest rates	support	(payday loans; capable of; high interest rates)(high interest rates; capable of; predatory lending)(predatory lending; desires; banned)
The school uniform costs too much for low-income families.	Several families lack the necessary funds.	support	(several families; not capable of; necessary funds)(school uniform; desires; necessary funds)(low-income families; part of; several families)
payday loans should not exist.	Payday loans exploit those with limited means.	support	(payday loans; capable of; exploitation)(exploitation; used for; poor people)(poor people; has property; limited means)(exploitation; receives action; should not exist)
Payday loans are harmful.	People can't always afford basic needs that payday loans allow.	counter	(payday loans; capable of; basic needs)(people; desires; basic needs)(basic needs; is not a; harmful)
some families don't have money for school uniforms	They divide the students from the others.	support	(school uniforms; desires; money)(money; used for; families)(families; not capable of; affording uniforms)(affording uniforms; capable of; income differences)(income differences; capable of; divide)(divide; part of; students)
People should be able to choose their own defense attorney.	If the defense attorney is unsuccessful in winning the case, the defendant will have made their own choice.	support	(people; capable of; choice)(choice; used for; defense attorney)(defense attorney; capable of; winning the case)
school uniforms should not be implemented.	School uniforms can be expensive.	support	(school uniforms; has property; costly)(costly; part of; expensive)(expensive; not receives action; implemented)
Payday loans are known for very having high interest on their repayments.	High interest rates cause the amount to be repaid to pile up.	support	(high interest; capable of; pile up)(payday loans; capable of; predatory lending)(predatory lending; capable of; high interest)
People should be able to pick their own lawyers.	Not everyone wants a public lawyer.	support	(people; desires; choice)(choice; used for; public lawyer)(public lawyer; receives action; pick)(pick; used for; not everyone)
School uniforms help remove inappropriate clothing from schools.	Clothing worn in public should not be offensive to other people.	support	(school uniforms; has context; offensive)(offensive; created by; inappropriate clothing)(inappropriate clothing; not part of; clothing worn)(clothing worn; at location; schools)
Banning a company for having poor business practices would send a message to other businesses that they should treat employees well.	Business leaders act out of greed and not malice, so they are unaware that they are taking advantage of workers.	support	(business leaders; capable of; greed)(business leaders; not capable of; malice)(business leaders; not desires; taking advantage)(taking advantage; has property; workers)(taking advantage; is a; poor business practices)(poor business practices; causes; boycott)(boycott; synonym of; banning a company)
the 3 strikes law is a positive for society.	The 3 strikes law punishes criminals adequately.	support	(3 strikes law; capable of; punishes criminals adequately)(punishes criminals adequately; capable of; preventing repeat offenders)(preventing repeat offenders; is a; positive for society)
School uniforms are best because they are appropriate.	Some school uniforms are not ugly.	support	(school uniforms; is not a; ugly)(school uniforms; capable of; focus on education)(focus on education; is a; appropriate)
People should be able to use an attorney of their choIce.	Everyone has the right to their own attorney.	support	(everyone; desires; their own attorney)(their own attorney; is a; right)(everyone; synonym of; people)(right; capable of; their choice)
School uniforms don't allow students to portray their individuality.	Students don't get to express themselves.	support	(school uniforms; not capable of; expression)(expression; used for; students)(students; not capable of; portray their individuality)(portray their individuality; used for; express themselves)
Payday loans should not be allowed, as the high interest rates cause people to go further into debt when it is time to pay them off.	The only reason to get a payday loan is out of desperation, so a person will not be able to get the money owed plus interest by their next paycheck.	support	(payday loans; used for; exploitation)(exploitation; created by; high interest rates)(high interest rates; used for; a person)(a person; has property; next paycheck)
School uniforms should not be implemented.	School uniforms decrease bullying.	counter	(school uniforms; used for; students)(students; not desires; bullying)(school uniforms; part of; good)(good; receives action; implemented)
Public defenders should not be mandatory.	Public defenders are more equitable.	counter	(public defenders; capable of; affordable for all)(affordable for all; is a; more fair)(more fair; synonym of; more equitable)(more equitable; desires; mandatory)
School uniforms are too restricting.	School uniforms do not allow for individual style.	support	(school uniforms; not used for; fashion)(fashion; part of; individual style)(individual style; receives action; restricting)
the three-strikes law should not be abolished to give people more chances to turn their lives around.	the three-strikes law helps to prevent people from committing more crimes and changing their lives around	support	(three-strikes law; not capable of; committing more crimes)(three-strikes law; capable of; changing their lives)(changing their lives; not desires; abolished)
Payday loans should be banned because they don't hold the standard that institutions for middle class people hold.	Some believe that payday loans should be banned and they are correct because these loans don't hold the same standards as the loans middle class people get.	support	(payday loans; not capable of; same standards)(payday loans; capable of; predatory lending)(predatory lending; desires; banned)(middle class people; synonym of; average person)(average person; not desires; payday loans)
school uniforms allow more people to fit in.	School uniforms reduce bullying.	support	(school uniforms; capable of; reduce bullying)(reduce bullying; capable of; fit in)(people; desires; reduce bullying)
Private military companies only care about making money	Private military companies help meet security demands for the country.	counter	(private military companies; capable of; more recruitment)(more recruitment; capable of; meet security demands)(meet security demands; not used for; making money)
